serverid,servername,gamescore,topn,ones,serverProbability,serverFrequency
320,Pablo Andujar,50-40,50,1,.58857143,175
323,James Duckworth,0-0,50,1,.57831323,166
323,James Duckworth,0-15,50,1,.54285717,70
323,James Duckworth,0-30,50,1,.5625,32
323,James Duckworth,0-40,50,1,.64285713,14
323,James Duckworth,15-0,50,1,.65625,96
323,James Duckworth,15-15,50,1,.67605633,71
323,James Duckworth,15-30,50,1,.51219511,41
323,James Duckworth,15-40,50,1,.65517241,29
323,James Duckworth,30-0,50,1,.71428573,63
323,James Duckworth,30-15,50,1,.66666669,66
323,James Duckworth,30-30,50,1,.60465115,43
323,James Duckworth,30-40,50,1,.6388889,36
323,James Duckworth,40-0,50,1,.46666667,45
323,James Duckworth,40-15,50,1,.61764705,68
323,James Duckworth,40-30,50,1,.48076922,52
323,James Duckworth,40-40,50,1,.51999998,50
323,James Duckworth,40-50,50,1,.63333333,30
323,James Duckworth,50-40,50,1,.60000002,40
325,Simone Bolelli,0-0,50,1,.64238411,604
325,Simone Bolelli,0-15,50,1,.60185188,216
325,Simone Bolelli,0-30,50,1,.63953489,86
325,Simone Bolelli,0-40,50,1,.48387095,31
325,Simone Bolelli,15-0,50,1,.68380463,389
325,Simone Bolelli,15-15,50,1,.63636363,253
325,Simone Bolelli,15-30,50,1,.6122449,147
325,Simone Bolelli,15-40,50,1,.5138889,72
325,Simone Bolelli,30-0,50,1,.67669171,266
325,Simone Bolelli,30-15,50,1,.61538464,247
325,Simone Bolelli,30-30,50,1,.67027026,185
325,Simone Bolelli,30-40,50,1,.59183675,98
325,Simone Bolelli,40-0,50,1,.64999998,180
325,Simone Bolelli,40-15,50,1,.6511628,215
325,Simone Bolelli,40-30,50,1,.63316584,199
325,Simone Bolelli,40-40,50,1,.69465649,131
325,Simone Bolelli,40-50,50,1,.51724136,58
325,Simone Bolelli,50-40,50,1,.65714288,105
331,Thiago Alves,0-0,50,1,.64999998,20
331,Thiago Alves,0-15,50,1,.2857143,7
331,Thiago Alves,0-30,50,1,.40000001,5
331,Thiago Alves,0-40,50,1,.66666669,3
331,Thiago Alves,15-0,50,1,.92307693,13
331,Thiago Alves,15-15,50,1,.33333334,3
331,Thiago Alves,15-30,50,1,.5,4
331,Thiago Alves,15-40,50,1,.5,4
331,Thiago Alves,30-0,50,1,.75,12
331,Thiago Alves,30-15,50,1,1,4
331,Thiago Alves,30-30,50,1,1,2
331,Thiago Alves,30-40,50,1,1,2
331,Thiago Alves,40-0,50,1,.66666669,9
331,Thiago Alves,40-15,50,1,.85714287,7
331,Thiago Alves,40-30,50,1,.33333334,3
331,Thiago Alves,40-40,50,1,.5,4
331,Thiago Alves,40-50,50,1,.33333334,3
331,Thiago Alves,50-40,50,1,.66666669,3
336,Facundo Bagnis,0-0,50,1,.60869563,69
336,Facundo Bagnis,0-15,50,1,.7037037,27
336,Facundo Bagnis,0-30,50,1,.25,8
336,Facundo Bagnis,0-40,50,1,.5,6
336,Facundo Bagnis,15-0,50,1,.69047618,42
336,Facundo Bagnis,15-15,50,1,.5625,32
336,Facundo Bagnis,15-30,50,1,.5,16
336,Facundo Bagnis,15-40,50,1,.72727275,11
336,Facundo Bagnis,30-0,50,1,.65517241,29
336,Facundo Bagnis,30-15,50,1,.60714287,28
336,Facundo Bagnis,30-30,50,1,.63157892,19
336,Facundo Bagnis,30-40,50,1,.60000002,15
336,Facundo Bagnis,40-0,50,1,.7368421,19
336,Facundo Bagnis,40-15,50,1,.63636363,22
336,Facundo Bagnis,40-30,50,1,.64999998,20
336,Facundo Bagnis,40-40,50,1,.5,16
336,Facundo Bagnis,40-50,50,1,.75,12
336,Facundo Bagnis,50-40,50,1,.40000001,10
337,Ivan Dodig,0-0,50,1,.62431544,913
337,Ivan Dodig,0-15,50,1,.59183675,343
337,Ivan Dodig,0-30,50,1,.53571427,140
337,Ivan Dodig,0-40,50,1,.63076925,65
337,Ivan Dodig,15-0,50,1,.65438598,570
337,Ivan Dodig,15-15,50,1,.6275,400
337,Ivan Dodig,15-30,50,1,.58035713,224
337,Ivan Dodig,15-40,50,1,.5777778,135
337,Ivan Dodig,30-0,50,1,.66756034,373
337,Ivan Dodig,30-15,50,1,.63200003,375
337,Ivan Dodig,30-30,50,1,.630597,268
337,Ivan Dodig,30-40,50,1,.55932206,177
337,Ivan Dodig,40-0,50,1,.66265059,249
337,Ivan Dodig,40-15,50,1,.58878505,321
337,Ivan Dodig,40-30,50,1,.58471763,301
337,Ivan Dodig,40-40,50,1,.58035713,224
337,Ivan Dodig,40-50,50,1,.60655737,122
337,Ivan Dodig,50-40,50,1,.56470591,170
338,Filip Peliwo,0-0,50,1,.53333336,15
338,Filip Peliwo,0-15,50,1,.5714286,7
338,Filip Peliwo,0-30,50,1,.33333334,3
338,Filip Peliwo,0-40,50,1,.5,2
338,Filip Peliwo,15-0,50,1,.5,8
338,Filip Peliwo,15-15,50,1,.5,8
338,Filip Peliwo,15-30,50,1,.60000002,5
338,Filip Peliwo,15-40,50,1,.66666669,3
338,Filip Peliwo,30-0,50,1,.75,4
338,Filip Peliwo,30-15,50,1,.80000001,5
338,Filip Peliwo,30-30,50,1,1,4
338,Filip Peliwo,30-40,50,1,.5,2
338,Filip Peliwo,40-0,50,1,0,3
338,Filip Peliwo,40-15,50,1,.5714286,7
338,Filip Peliwo,40-30,50,1,.5714286,7
338,Filip Peliwo,40-40,50,1,.5,4
338,Filip Peliwo,40-50,50,1,.5,2
338,Filip Peliwo,50-40,50,1,1,2
344,Donald Young,0-0,50,1,.55368096,652
344,Donald Young,0-15,50,1,.56701028,291
344,Donald Young,0-30,50,1,.5,126
344,Donald Young,0-40,50,1,.55555558,63
344,Donald Young,15-0,50,1,.60941827,361
344,Donald Young,15-15,50,1,.57843137,306
344,Donald Young,15-30,50,1,.609375,192
344,Donald Young,15-40,50,1,.48181817,110
344,Donald Young,30-0,50,1,.56363636,220
344,Donald Young,30-15,50,1,.56410259,273
344,Donald Young,30-30,50,1,.60593218,236
344,Donald Young,30-40,50,1,.57534248,146
344,Donald Young,40-0,50,1,.65322578,124
344,Donald Young,40-15,50,1,.54314721,197
344,Donald Young,40-30,50,1,.59227467,233
344,Donald Young,40-40,50,1,.56983238,179
344,Donald Young,40-50,50,1,.59793812,97
344,Donald Young,50-40,50,1,.63043481,138
346,Dominic Inglot,0-0,50,1,.5,10
346,Dominic Inglot,0-15,50,1,.80000001,5
346,Dominic Inglot,0-30,50,1,0,1
346,Dominic Inglot,0-40,50,1,1,1
346,Dominic Inglot,15-0,50,1,.80000001,5
346,Dominic Inglot,15-15,50,1,.80000001,5
346,Dominic Inglot,15-30,50,1,1,1
346,Dominic Inglot,15-40,50,1,1,1
346,Dominic Inglot,30-0,50,1,.5,4
346,Dominic Inglot,30-15,50,1,.33333334,6
346,Dominic Inglot,30-30,50,1,.40000001,5
346,Dominic Inglot,30-40,50,1,.75,4
346,Dominic Inglot,40-0,50,1,1,2
346,Dominic Inglot,40-15,50,1,1,2
346,Dominic Inglot,40-30,50,1,1,2
346,Dominic Inglot,40-40,50,1,.66666669,3
346,Dominic Inglot,40-50,50,1,1,1
346,Dominic Inglot,50-40,50,1,1,2
350,Tommy Robredo,0-0,50,1,.6191467,961
350,Tommy Robredo,0-15,50,1,.59945506,367
350,Tommy Robredo,0-30,50,1,.61904764,147
350,Tommy Robredo,0-40,50,1,.5535714,56
350,Tommy Robredo,15-0,50,1,.63529414,595
350,Tommy Robredo,15-15,50,1,.64302057,437
350,Tommy Robredo,15-30,50,1,.58299595,247
350,Tommy Robredo,15-40,50,1,.619403,134
350,Tommy Robredo,30-0,50,1,.67989421,378
350,Tommy Robredo,30-15,50,1,.62686568,402
350,Tommy Robredo,30-30,50,1,.61564624,294
350,Tommy Robredo,30-40,50,1,.63589746,195
350,Tommy Robredo,40-0,50,1,.70428014,257
350,Tommy Robredo,40-15,50,1,.66768295,328
350,Tommy Robredo,40-30,50,1,.59310347,290
350,Tommy Robredo,40-40,50,1,.64609051,243
350,Tommy Robredo,40-50,50,1,.59482759,116
350,Tommy Robredo,50-40,50,1,.63131315,198
355,Igor Sijsling,0-0,50,1,.66497463,591
355,Igor Sijsling,0-15,50,1,.60101008,198
355,Igor Sijsling,0-30,50,1,.48101267,79
355,Igor Sijsling,0-40,50,1,.60975611,41
355,Igor Sijsling,15-0,50,1,.62595421,393
355,Igor Sijsling,15-15,50,1,.58646619,266
355,Igor Sijsling,15-30,50,1,.64864862,148
355,Igor Sijsling,15-40,50,1,.6883117,77
355,Igor Sijsling,30-0,50,1,.66666669,246
355,Igor Sijsling,30-15,50,1,.56302524,238
355,Igor Sijsling,30-30,50,1,.67000002,200
355,Igor Sijsling,30-40,50,1,.56302524,119
355,Igor Sijsling,40-0,50,1,.59146339,164
355,Igor Sijsling,40-15,50,1,.68159205,201
355,Igor Sijsling,40-30,50,1,.60101008,198
355,Igor Sijsling,40-40,50,1,.60958904,146
355,Igor Sijsling,40-50,50,1,.50684929,73
355,Igor Sijsling,50-40,50,1,.66666669,111
357,Yuki Bhambri,0-0,50,1,.5,32
357,Yuki Bhambri,0-15,50,1,.4375,16
357,Yuki Bhambri,0-30,50,1,.8888889,9
357,Yuki Bhambri,0-40,50,1,0,1
357,Yuki Bhambri,15-0,50,1,.5,16
357,Yuki Bhambri,15-15,50,1,.66666669,15
357,Yuki Bhambri,15-30,50,1,.61538464,13
357,Yuki Bhambri,15-40,50,1,.2,5
357,Yuki Bhambri,30-0,50,1,.5,8
357,Yuki Bhambri,30-15,50,1,.64285713,14
357,Yuki Bhambri,30-30,50,1,.53846157,13
357,Yuki Bhambri,30-40,50,1,.42857143,7
357,Yuki Bhambri,40-0,50,1,.5,4
357,Yuki Bhambri,40-15,50,1,.63636363,11
357,Yuki Bhambri,40-30,50,1,.54545456,11
357,Yuki Bhambri,40-40,50,1,.625,8
357,Yuki Bhambri,40-50,50,1,.33333334,3
357,Yuki Bhambri,50-40,50,1,.5,6
358,Kevin Anderson,0-0,50,1,.69573903,1502
358,Kevin Anderson,0-15,50,1,.6061269,457
358,Kevin Anderson,0-30,50,1,.60555553,180
358,Kevin Anderson,0-40,50,1,.70422536,71
358,Kevin Anderson,15-0,50,1,.65167463,1045
358,Kevin Anderson,15-15,50,1,.68642747,641
358,Kevin Anderson,15-30,50,1,.57096773,310
358,Kevin Anderson,15-40,50,1,.72677594,183
358,Kevin Anderson,30-0,50,1,.71659327,681
358,Kevin Anderson,30-15,50,1,.57345974,633
358,Kevin Anderson,30-30,50,1,.66442955,447
358,Kevin Anderson,30-40,50,1,.61484098,283
358,Kevin Anderson,40-0,50,1,.67351127,487
358,Kevin Anderson,40-15,50,1,.70745701,523
358,Kevin Anderson,40-30,50,1,.65777779,450
358,Kevin Anderson,40-40,50,1,.63109756,328
358,Kevin Anderson,40-50,50,1,.60958904,146
358,Kevin Anderson,50-40,50,1,.68283582,268
359,Mikhail Elgin,0-0,50,1,.5,16
359,Mikhail Elgin,0-15,50,1,.25,8
359,Mikhail Elgin,0-30,50,1,.33333334,6
359,Mikhail Elgin,0-40,50,1,.25,4
359,Mikhail Elgin,15-0,50,1,.25,8
359,Mikhail Elgin,15-15,50,1,.5,8
359,Mikhail Elgin,15-30,50,1,.33333334,6
359,Mikhail Elgin,15-40,50,1,.2,5
359,Mikhail Elgin,30-0,50,1,.5,2
359,Mikhail Elgin,30-15,50,1,.40000001,5
359,Mikhail Elgin,30-30,50,1,.60000002,5
359,Mikhail Elgin,30-40,50,1,.66666669,3
359,Mikhail Elgin,40-0,50,1,1,1
359,Mikhail Elgin,40-15,50,1,.5,2
359,Mikhail Elgin,40-30,50,1,.5,4
359,Mikhail Elgin,40-40,50,1,.25,4
359,Mikhail Elgin,40-50,50,1,.25,4
359,Mikhail Elgin,50-40,50,1,0,1
360,Jimmy Wang,0-0,50,1,.50505048,99
360,Jimmy Wang,0-15,50,1,.55102038,49
360,Jimmy Wang,0-30,50,1,.59090906,22
360,Jimmy Wang,0-40,50,1,.44444445,9
360,Jimmy Wang,15-0,50,1,.75999999,50
360,Jimmy Wang,15-15,50,1,.64102566,39
360,Jimmy Wang,15-30,50,1,.5925926,27
360,Jimmy Wang,15-40,50,1,.60000002,15
360,Jimmy Wang,30-0,50,1,.57894737,38
360,Jimmy Wang,30-15,50,1,.68292683,41
360,Jimmy Wang,30-30,50,1,.51724136,29
360,Jimmy Wang,30-40,50,1,.73913044,23
360,Jimmy Wang,40-0,50,1,.68181819,22
360,Jimmy Wang,40-15,50,1,.5714286,35
360,Jimmy Wang,40-30,50,1,.56666666,30
360,Jimmy Wang,40-40,50,1,.69999999,30
360,Jimmy Wang,40-50,50,1,.5,12
360,Jimmy Wang,50-40,50,1,.69230771,26
363,Romain Jouan,0-0,50,1,.53846157,26
363,Romain Jouan,0-15,50,1,.33333334,12
363,Romain Jouan,0-30,50,1,.25,8
363,Romain Jouan,0-40,50,1,.33333334,6
363,Romain Jouan,15-0,50,1,.71428573,14
363,Romain Jouan,15-15,50,1,.5,8
363,Romain Jouan,15-30,50,1,.66666669,6
363,Romain Jouan,15-40,50,1,.5,4
363,Romain Jouan,30-0,50,1,.60000002,10
363,Romain Jouan,30-15,50,1,.25,8
363,Romain Jouan,30-30,50,1,1,10
363,Romain Jouan,30-40,50,1,1,2
363,Romain Jouan,40-0,50,1,.66666669,6
363,Romain Jouan,40-15,50,1,.5,4
363,Romain Jouan,40-30,50,1,.66666669,12
363,Romain Jouan,40-40,50,1,.33333334,6
363,Romain Jouan,40-50,50,1,.5,4
363,Romain Jouan,50-40,50,1,1,2
364,Chuhan Wang,0-0,50,1,.63636363,11
364,Chuhan Wang,0-15,50,1,.75,4
364,Chuhan Wang,0-30,50,1,1,1
364,Chuhan Wang,15-0,50,1,.5714286,7
364,Chuhan Wang,15-15,50,1,.66666669,6
364,Chuhan Wang,15-30,50,1,.66666669,3
364,Chuhan Wang,15-40,50,1,1,1
364,Chuhan Wang,30-0,50,1,.5,4
364,Chuhan Wang,30-15,50,1,.5,6
364,Chuhan Wang,30-30,50,1,.60000002,5
364,Chuhan Wang,30-40,50,1,1,3
364,Chuhan Wang,40-0,50,1,1,2
364,Chuhan Wang,40-15,50,1,.66666669,3
364,Chuhan Wang,40-30,50,1,.5,4
364,Chuhan Wang,40-40,50,1,.80000001,5
364,Chuhan Wang,40-50,50,1,0,1
364,Chuhan Wang,50-40,50,1,1,4
368,Amir Weintraub,0-0,50,1,.66666669,15
368,Amir Weintraub,0-15,50,1,.40000001,5
368,Amir Weintraub,0-30,50,1,.66666669,3
368,Amir Weintraub,0-40,50,1,0,1
368,Amir Weintraub,15-0,50,1,.80000001,10
368,Amir Weintraub,15-15,50,1,.75,4
368,Amir Weintraub,15-30,50,1,.33333334,3
368,Amir Weintraub,15-40,50,1,1,2
368,Amir Weintraub,30-0,50,1,.5,8
368,Amir Weintraub,30-15,50,1,.71428573,7
368,Amir Weintraub,30-30,50,1,.66666669,3
368,Amir Weintraub,30-40,50,1,.33333334,3
368,Amir Weintraub,40-0,50,1,.75,4
368,Amir Weintraub,40-15,50,1,.5,6
368,Amir Weintraub,40-30,50,1,.60000002,5
368,Amir Weintraub,40-40,50,1,1,3
368,Amir Weintraub,50-40,50,1,.33333334,3
371,Borna Coric,0-0,50,1,.58656329,387
371,Borna Coric,0-15,50,1,.625,160
371,Borna Coric,0-30,50,1,.56666666,60
371,Borna Coric,0-40,50,1,.5,26
371,Borna Coric,15-0,50,1,.63876653,227
371,Borna Coric,15-15,50,1,.66483516,182
371,Borna Coric,15-30,50,1,.56842107,95
371,Borna Coric,15-40,50,1,.53703701,54
371,Borna Coric,30-0,50,1,.61379308,145
371,Borna Coric,30-15,50,1,.6214689,177
371,Borna Coric,30-30,50,1,.57851237,121
371,Borna Coric,30-40,50,1,.57499999,80
371,Borna Coric,40-0,50,1,.5955056,89
371,Borna Coric,40-15,50,1,.63698632,146
371,Borna Coric,40-30,50,1,.55284554,123
371,Borna Coric,40-40,50,1,.54455447,101
371,Borna Coric,40-50,50,1,.6785714,56
371,Borna Coric,50-40,50,1,.56962025,79
373,Yoshihito Nishioka,0-0,50,1,.41176471,34
373,Yoshihito Nishioka,0-15,50,1,.60000002,20
373,Yoshihito Nishioka,0-30,50,1,.5,8
373,Yoshihito Nishioka,0-40,50,1,.5,4
373,Yoshihito Nishioka,15-0,50,1,.2857143,14
373,Yoshihito Nishioka,15-15,50,1,.5,22
373,Yoshihito Nishioka,15-30,50,1,.53333336,15
373,Yoshihito Nishioka,15-40,50,1,.33333334,9
373,Yoshihito Nishioka,30-0,50,1,.75,4
373,Yoshihito Nishioka,30-15,50,1,.33333334,12
373,Yoshihito Nishioka,30-30,50,1,.4375,16
373,Yoshihito Nishioka,30-40,50,1,.58333331,12
373,Yoshihito Nishioka,40-0,50,1,0,3
373,Yoshihito Nishioka,40-15,50,1,.85714287,7
373,Yoshihito Nishioka,40-30,50,1,.375,8
373,Yoshihito Nishioka,40-40,50,1,.66666669,12
373,Yoshihito Nishioka,40-50,50,1,.33333334,6
373,Yoshihito Nishioka,50-40,50,1,.80000001,10
374,David Nalbandian,0-0,50,1,.61068702,393
374,David Nalbandian,0-15,50,1,.55555558,153
374,David Nalbandian,0-30,50,1,.67647058,68
374,David Nalbandian,0-40,50,1,.63636363,22
374,David Nalbandian,15-0,50,1,.52697098,241
374,David Nalbandian,15-15,50,1,.57286429,199
374,David Nalbandian,15-30,50,1,.53435117,131
374,David Nalbandian,15-40,50,1,.53333336,75
374,David Nalbandian,30-0,50,1,.61417323,127
374,David Nalbandian,30-15,50,1,.63803679,163
374,David Nalbandian,30-30,50,1,.60465115,129
374,David Nalbandian,30-40,50,1,.58241761,91
374,David Nalbandian,40-0,50,1,.56410259,78
374,David Nalbandian,40-15,50,1,.63043481,138
374,David Nalbandian,40-30,50,1,.57364339,129
374,David Nalbandian,40-40,50,1,.65420562,107
374,David Nalbandian,40-50,50,1,.627451,51
374,David Nalbandian,50-40,50,1,.61363637,88
378,Martin Fischer,0-0,50,1,.5,34
378,Martin Fischer,0-15,50,1,.52941179,17
378,Martin Fischer,0-30,50,1,.375,8
378,Martin Fischer,0-40,50,1,.40000001,5
378,Martin Fischer,15-0,50,1,.41176471,17
378,Martin Fischer,15-15,50,1,.42105263,19
378,Martin Fischer,15-30,50,1,.5714286,14
378,Martin Fischer,15-40,50,1,.5,8
378,Martin Fischer,30-0,50,1,.5714286,7
378,Martin Fischer,30-15,50,1,.90909094,11
378,Martin Fischer,30-30,50,1,.44444445,9
378,Martin Fischer,30-40,50,1,.55555558,9
378,Martin Fischer,40-0,50,1,.75,4
378,Martin Fischer,40-15,50,1,.72727275,11
378,Martin Fischer,40-30,50,1,.5714286,7
378,Martin Fischer,40-40,50,1,.75,8
378,Martin Fischer,40-50,50,1,.33333334,6
378,Martin Fischer,50-40,50,1,0,7
381,Sergiy Stakhovsky,0-0,50,1,.65454543,770
381,Sergiy Stakhovsky,0-15,50,1,.54887217,266
381,Sergiy Stakhovsky,0-30,50,1,.60000002,120
381,Sergiy Stakhovsky,0-40,50,1,.54166669,48
381,Sergiy Stakhovsky,15-0,50,1,.66071427,504
381,Sergiy Stakhovsky,15-15,50,1,.63722396,317
381,Sergiy Stakhovsky,15-30,50,1,.60427809,187
381,Sergiy Stakhovsky,15-40,50,1,.52999997,100
381,Sergiy Stakhovsky,30-0,50,1,.7215569,334
381,Sergiy Stakhovsky,30-15,50,1,.60135138,296
381,Sergiy Stakhovsky,30-30,50,1,.62882096,229
381,Sergiy Stakhovsky,30-40,50,1,.52173913,138
381,Sergiy Stakhovsky,40-0,50,1,.70124483,241
381,Sergiy Stakhovsky,40-15,50,1,.66399997,250
381,Sergiy Stakhovsky,40-30,50,1,.62719297,228
381,Sergiy Stakhovsky,40-40,50,1,.65605098,157
381,Sergiy Stakhovsky,40-50,50,1,.64864862,74
381,Sergiy Stakhovsky,50-40,50,1,.69291341,127
383,Erik Chvojka,0-0,50,1,.53333336,30
383,Erik Chvojka,0-15,50,1,.71428573,14
383,Erik Chvojka,0-30,50,1,1,4
383,Erik Chvojka,15-0,50,1,.875,16
383,Erik Chvojka,15-15,50,1,.66666669,12
383,Erik Chvojka,15-30,50,1,.5,8
383,Erik Chvojka,15-40,50,1,1,4
383,Erik Chvojka,30-0,50,1,.42857143,14
383,Erik Chvojka,30-15,50,1,.25,16
383,Erik Chvojka,30-30,50,1,.125,16
383,Erik Chvojka,30-40,50,1,.77777779,18
383,Erik Chvojka,40-0,50,1,.33333334,6
383,Erik Chvojka,40-15,50,1,.5,8
383,Erik Chvojka,40-30,50,1,1,6
383,Erik Chvojka,40-40,50,1,.5714286,14
383,Erik Chvojka,40-50,50,1,1,8
383,Erik Chvojka,50-40,50,1,.71428573,14
385,Gael Monfils,0-0,50,1,.622549,1224
385,Gael Monfils,0-15,50,1,.64935064,462
385,Gael Monfils,0-30,50,1,.60493827,162
385,Gael Monfils,0-40,50,1,.6875,64
385,Gael Monfils,15-0,50,1,.62647444,763
385,Gael Monfils,15-15,50,1,.60170943,585
385,Gael Monfils,15-30,50,1,.63141996,331
385,Gael Monfils,15-40,50,1,.58433735,166
385,Gael Monfils,30-0,50,1,.62343097,478
385,Gael Monfils,30-15,50,1,.64849627,532
385,Gael Monfils,30-30,50,1,.66414142,396
385,Gael Monfils,30-40,50,1,.59565216,230
385,Gael Monfils,40-0,50,1,.70469797,298
385,Gael Monfils,40-15,50,1,.68129331,433
385,Gael Monfils,40-30,50,1,.63591021,401
385,Gael Monfils,40-40,50,1,.6007067,283
385,Gael Monfils,40-50,50,1,.6111111,144
385,Gael Monfils,50-40,50,1,.6508621,232
387,Thomas Fabbiano,0-0,50,1,.60869563,23
387,Thomas Fabbiano,0-15,50,1,.44444445,9
387,Thomas Fabbiano,0-30,50,1,.80000001,5
387,Thomas Fabbiano,0-40,50,1,1,1
387,Thomas Fabbiano,15-0,50,1,.5714286,14
387,Thomas Fabbiano,15-15,50,1,.40000001,10
387,Thomas Fabbiano,15-30,50,1,.60000002,10
387,Thomas Fabbiano,15-40,50,1,.40000001,5
387,Thomas Fabbiano,30-0,50,1,.5,8
387,Thomas Fabbiano,30-15,50,1,.375,8
387,Thomas Fabbiano,30-30,50,1,.45454547,11
387,Thomas Fabbiano,30-40,50,1,.875,8
387,Thomas Fabbiano,40-0,50,1,.25,4
387,Thomas Fabbiano,40-15,50,1,.83333331,6
387,Thomas Fabbiano,40-30,50,1,.83333331,6
387,Thomas Fabbiano,40-40,50,1,.75,8
387,Thomas Fabbiano,40-50,50,1,.75,4
387,Thomas Fabbiano,50-40,50,1,.625,8
389,Michael Llodra,0-0,50,1,.63369966,273
389,Michael Llodra,0-15,50,1,.60000002,100
389,Michael Llodra,0-30,50,1,.47499999,40
389,Michael Llodra,0-40,50,1,.61904764,21
389,Michael Llodra,15-0,50,1,.70689654,174
389,Michael Llodra,15-15,50,1,.61261261,111
389,Michael Llodra,15-30,50,1,.72580647,62
389,Michael Llodra,15-40,50,1,.69999999,30
389,Michael Llodra,30-0,50,1,.55737704,122
389,Michael Llodra,30-15,50,1,.66393441,122
389,Michael Llodra,30-30,50,1,.59302324,86
389,Michael Llodra,30-40,50,1,.625,56
389,Michael Llodra,40-0,50,1,.7352941,68
389,Michael Llodra,40-15,50,1,.68686867,99
389,Michael Llodra,40-30,50,1,.70731705,82
389,Michael Llodra,40-40,50,1,.61016947,59
389,Michael Llodra,40-50,50,1,.65517241,29
389,Michael Llodra,50-40,50,1,.70212764,47
391,Wayne Odesnik,0-0,50,1,.63768119,69
391,Wayne Odesnik,0-15,50,1,.44,25
391,Wayne Odesnik,0-30,50,1,.42857143,14
391,Wayne Odesnik,0-40,50,1,.625,8
391,Wayne Odesnik,15-0,50,1,.54545456,44
391,Wayne Odesnik,15-15,50,1,.51612902,31
391,Wayne Odesnik,15-30,50,1,.61904764,21
391,Wayne Odesnik,15-40,50,1,.69230771,13
391,Wayne Odesnik,30-0,50,1,.66666669,24
391,Wayne Odesnik,30-15,50,1,.5,24
391,Wayne Odesnik,30-30,50,1,.60000002,25
391,Wayne Odesnik,30-40,50,1,.63157892,19
391,Wayne Odesnik,40-0,50,1,.625,16
391,Wayne Odesnik,40-15,50,1,.6111111,18
391,Wayne Odesnik,40-30,50,1,.59090906,22
391,Wayne Odesnik,40-40,50,1,.23809524,21
391,Wayne Odesnik,40-50,50,1,.35294119,17
391,Wayne Odesnik,50-40,50,1,.66666669,9
398,Danai Udomchoke,0-0,50,1,.69230771,13
398,Danai Udomchoke,0-15,50,1,.25,4
398,Danai Udomchoke,0-30,50,1,1,3
398,Danai Udomchoke,15-0,50,1,.66666669,9
398,Danai Udomchoke,15-15,50,1,.5,4
398,Danai Udomchoke,15-30,50,1,.40000001,5
398,Danai Udomchoke,15-40,50,1,.66666669,3
398,Danai Udomchoke,30-0,50,1,1,6
398,Danai Udomchoke,30-15,50,1,.5,2
398,Danai Udomchoke,30-30,50,1,1,3
398,Danai Udomchoke,30-40,50,1,0,2
398,Danai Udomchoke,40-0,50,1,.5,6
398,Danai Udomchoke,40-15,50,1,.75,4
398,Danai Udomchoke,40-30,50,1,.5,4
398,Danai Udomchoke,40-40,50,1,.5,2
398,Danai Udomchoke,40-50,50,1,1,1
398,Danai Udomchoke,50-40,50,1,1,2
400,Blaz Kavcic,0-0,50,1,.62978721,235
400,Blaz Kavcic,0-15,50,1,.57471263,87
400,Blaz Kavcic,0-30,50,1,.56756759,37
400,Blaz Kavcic,0-40,50,1,.4375,16
400,Blaz Kavcic,15-0,50,1,.55782312,147
400,Blaz Kavcic,15-15,50,1,.46086955,115
400,Blaz Kavcic,15-30,50,1,.63855422,83
400,Blaz Kavcic,15-40,50,1,.62162161,37
400,Blaz Kavcic,30-0,50,1,.60975611,82
400,Blaz Kavcic,30-15,50,1,.52941179,85
400,Blaz Kavcic,30-30,50,1,.50537634,93
400,Blaz Kavcic,30-40,50,1,.56521738,69
400,Blaz Kavcic,40-0,50,1,.75999999,50
400,Blaz Kavcic,40-15,50,1,.66666669,57
400,Blaz Kavcic,40-30,50,1,.57575756,66
400,Blaz Kavcic,40-40,50,1,.5970149,67
400,Blaz Kavcic,40-50,50,1,.5,38
400,Blaz Kavcic,50-40,50,1,.64705884,51
402,Thomas Muster,0-0,50,1,.25,8
402,Thomas Muster,0-15,50,1,.66666669,6
402,Thomas Muster,0-30,50,1,0,2
402,Thomas Muster,0-40,50,1,.5,2
402,Thomas Muster,15-0,50,1,0,2
402,Thomas Muster,15-15,50,1,.33333334,6
402,Thomas Muster,15-30,50,1,.25,4
402,Thomas Muster,15-40,50,1,.75,4
402,Thomas Muster,30-15,50,1,0,2
402,Thomas Muster,30-30,50,1,.33333334,3
402,Thomas Muster,30-40,50,1,.40000001,5
402,Thomas Muster,40-30,50,1,0,1
402,Thomas Muster,40-40,50,1,1,3
402,Thomas Muster,40-50,50,1,.5,2
402,Thomas Muster,50-40,50,1,.33333334,3
403,Sergei Bubka,0-0,50,1,.69444442,36
403,Sergei Bubka,0-15,50,1,.81818181,11
403,Sergei Bubka,0-30,50,1,.5,2
403,Sergei Bubka,0-40,50,1,1,1
403,Sergei Bubka,15-0,50,1,.72000003,25
403,Sergei Bubka,15-15,50,1,.75,16
403,Sergei Bubka,15-30,50,1,.40000001,5
403,Sergei Bubka,15-40,50,1,.5,4
403,Sergei Bubka,30-0,50,1,.77777779,18
403,Sergei Bubka,30-15,50,1,.625,16
403,Sergei Bubka,30-30,50,1,.5,8
403,Sergei Bubka,30-40,50,1,.66666669,6
403,Sergei Bubka,40-0,50,1,.5714286,14
403,Sergei Bubka,40-15,50,1,.75,16
403,Sergei Bubka,40-30,50,1,.5,8
403,Sergei Bubka,40-40,50,1,.75,8
